Commune;Code Postal;Code INSEE
Chaussenans;39800;39127
Chaussin;39120;39128
Chaux-Des-Crotenay;39150;39129
Chaux-Des-Pres;39150;39130
La Chaux-Du-Dombief;39150;39131
La Chaux-En-Bresse;39230;39132
Chaux-Champagny;39110;39133
Chaveria;39270;39134
Chazelles;39160;39135
Chemenot;39230;39136
Chemilla;39240;39137
Chemin;39120;39138
Chene-Bernard;39120;39139
Chene-Sec;39230;39140
Chevigny;39290;39141
Chevreaux;39190;39142
Chevrotaine;39130;39143
Chille;39570;39145
Chilly-Le-Vignoble;39570;39146
Chilly-Sur-Salins;39110;39147
Chisseria;39240;39148
Chissey-Sur-Loue;39380;39149
Choisey;39100;39150
Choux;39370;39151
Cize;39300;39153
Clairvaux-Les-Lacs;39130;39154
Clucy;39110;39155
Cogna;39130;39156
Coiserette;39200;39157
Coisia;39240;39158
Colonne;39800;39159
Commenailles;39140;39160
Communailles-En-Montagne;39250;39161
Condamine;39570;39162
Condes;39240;39163
Conliege;39570;39164
Conte;39300;39165
Cornod;39240;39166
Cosges;39140;39167
Courbette;39570;39168
Courbouzon;39570;39169
Courlans;39570;39170
Courlaoux;39570;39171
Courtefontaine;39700;39172
Cousance;39190;39173
Coyriere;39200;39174
Coyron;39260;39175
Cramans;39600;39176
Crancot;39570;39177
Crans;39300;39178
Crenans;39260;39179
Cressia;39270;39180
Crissey;39100;39182
Crotenay;39300;39183
Les Crozets;39260;39184
Cuisia;39190;39185
Cuttura;39170;39186
Cuvier;39250;39187
Dammartin-Marpain;39290;39188
Damparis;39500;39189
Dampierre;39700;39190
Darbonnay;39230;39191
Denezieres;39130;39192
Le Deschaux;39120;39193
Desnes;39140;39194
Dessia;39320;39195
Les Deux-Fays;39230;39196
Digna;39190;39197
Dole;39100;39198
Domblans;39210;39199
Dompierre-Sur-Mont;39270;39200
Doucier;39130;39201
Dournon;39110;39202
Doye;39250;39203
Dramelay;39240;39204
Eclans-Nenon;39700;39205
Ecleux;39600;39206
Ecrille;39270;39207
Entre-Deux-Monts;39150;39208
Val-D'Epy;39160;39209
Equevillon;39300;39210
Les Essards-Taignevaux;39120;39211
Esserval-Combe;39250;39213
Esserval-Tartre;39250;39214
Essia;39270;39215
Etival;39130;39216
L'Etoile;39570;39217
Etrepigney;39700;39218
Evans;39700;39219
Falletans;39700;39220
La Faviere;39250;39221
Fay-En-Montagne;39800;39222
La Ferte;39600;39223
Fetigny;39240;39224
Le Fied;39800;39225
Florentia;39320;39226
Foncine-Le-Bas;39520;39227
Foncine-Le-Haut;39460;39228
Fontainebrux;39140;39229
Fontenu;39130;39230
Fort-Du-Plasne;39150;39232
Foucherans;39100;39233
Foulenay;39230;39234
Fraisans;39700;39235
Francheville;39230;39236
Fraroz;39250;39237
Frasne-Les-Meulieres;39290;39238
La Frasnee;39130;39239
Le Frasnois;39130;39240
Frebuans;39570;39241
Froideville;39230;39243
Frontenay;39210;39244
Gatey;39120;39245
Gendrey;39350;39246
Genod;39240;39247
Geraise;39110;39248
Germigney;39380;39249
Geruge;39570;39250
Gevingey;39570;39251
Gevry;39100;39252
Gigny;39320;39253
Gillois;39250;39254
Gizia;39190;39255
Grande-Riviere;39150;39258
Grange-De-Vaivre;39600;39259
Granges-Sur-Baume;39210;39260
Graye-Et-Charnay;39320;39261
Gredisans;39290;39262
Grozon;39800;39263
Grusse;39190;39264
Hautecour;39130;39265
Les Hays;39120;39266
Ivory;39110;39267
Ivrey;39110;39268
Jeurre;39360;39269
Jouhe;39100;39270
Lac-Des-Rouges-Truites;39150;39271
Ladoye-Sur-Seille;39210;39272
Lains;39320;39273
Lajoux;39310;39274
Lamoura;39310;39275
Le Larderet;39300;39277
Largillay-Marsonnay;39130;39278
Larnaud;39140;39279
Larrivoire;39360;39280
Le Latet;39300;39281
La Latette;39250;39282
Lavancia-Epercy;1590;39283
Lavangeot;39700;39284
Lavans-Les-Dole;39700;39285
Lavans-Les-Saint-Claude;39170;39286
Lavans-Sur-Valouse;39240;39287
Lavigny;39210;39288
Lect;39260;39289
Legna;39240;39290
Lemuy;39110;39291
Lent;39300;39292
Lescheres;39170;39293
Lezat;39400;39294
Loisia;39320;39295
Lombard;39230;39296
Longchaumois;39400;39297
Longcochon;39250;39298
Longwy-Sur-Le-Doubs;39120;39299
Lons-Le-Saunier;39000;39300
Loulle;39300;39301
Louvatange;39350;39302
Louvenne;39320;39303
Le Louverot;39210;39304
La Loye;39380;39305
Macornay;39570;39306
Maisod;39260;39307
Malange;39700;39308
Mallerey;39190;39309
Mantry;39230;39310
Marigna-Sur-Valouse;39240;39312
Marigny;39130;39313
Marnezia;39270;39314
Marnoz;39110;39315
La Marre;39210;39317
Martigna;39260;39318
Mathenay;39600;39319
Maynal;39190;39320
Menetru-Le-Vignoble;39210;39321
Menetrux-En-Joux;39130;39322
Menotey;39290;39323
Merona;39270;39324
Mesnay;39600;39325
Mesnois;39130;39326
Messia-Sur-Sorne;39570;39327
Meussia;39260;39328
Mieges;39250;39329
Miery;39800;39330
Mignovillard;39250;39331
Mirebel;39570;39332
Moirans-En-Montagne;39260;39333
Moiron;39570;39334
Moissey;39290;39335
Molain;39800;39336
Molamboz;39600;39337
Molay;39500;39338
Molinges;39360;39339
Molpre;39250;39340
Les Molunes;39310;39341
Monay;39230;39342
Monnetay;39320;39343
Monnet-La-Ville;39300;39344
Monnieres;39100;39345
Montagna-Le-Reconduit;39160;39346
Montagna-Le-Templier;39320;39347
Montaigu;39570;39348
Montain;39210;39349
Montbarrey;39380;39350
Montcusel;39260;39351
Monteplain;39700;39352
Montfleur;39320;39353
Montholier;39800;39354
Montigny-Les-Arsures;39600;39355
Montigny-Sur-L'Ain;39300;39356
Montmarlon;39110;39359
Montmirey-La-Ville;39290;39360
Montmirey-Le-Chateau;39290;39361
Montmorot;39570;39362
Montrevel;39320;39363
Montrond;39300;39364
Mont-Sous-Vaudrey;39380;39365
Mont-Sur-Monnet;39300;39366
Morbier;39400;39367
Morez;39400;39368
Mouchard;39330;39370
La Mouille;39400;39371
Mournans-Charbonny;39250;39372
Les Moussieres;39310;39373
Moutonne;39270;39375
Moutoux;39300;39376
Mutigney;39290;39377
Nanc-Les-Saint-Amour;39160;39378
Nance;39140;39379
Nancuise;39270;39380
Les Nans;39300;39381
Nantey;39160;39382
Neublans-Abergement;39120;39385
Neuvilley;39800;39386
Nevy-Les-Dole;39380;39387
Nevy-Sur-Seille;39210;39388
Ney;39300;39389
Nogna;39570;39390
Nozeroy;39250;39391
Offlanges;39290;39392
Onglieres;39250;39393
Onoz;39270;39394
Orbagna;39190;39395
Orchamps;39700;39396
Orgelet;39270;39397
Ougney;39350;39398
Ounans;39380;39399
Our;39700;39400
Oussieres;39800;39401
Pagney;39350;39402
Pagnoz;39330;39403
Pannessieres;39570;39404
Parcey;39100;39405
Le Pasquier;39300;39406
Passenans;39230;39407
Patornay;39130;39408
Peintre;39290;39409
Perrigny;39570;39411
Peseux;39120;39412
La Pesse;39370;39413
Le Petit-Mercey;39350;39414
Petit-Noir;39120;39415
Les Piards;39150;39417
Picarreau;39800;39418
Pillemoine;39300;39419
Pimorin;39270;39420
Le Pin;39210;39421
Plainoiseau;39210;39422
Plaisia;39270;39423
Les Planches-En-Montagne;39150;39424
Les Planches-Pres-Arbois;39600;39425
Plasne;39800;39426
Plenise;39250;39427
Plenisette;39250;39428
Pleure;39120;39429
Plumont;39700;39430
Poids-De-Fiole;39570;39431
Pointre;39290;39432
Poligny;39800;39434
Pont-De-Poitte;39130;39435
Pont-D'Hery;39110;39436
Pont-Du-Navoy;39300;39437
Ponthoux;39170;39438
Port-Lesney;39600;39439
Pratz;39170;39440
Premanon;39220;39441
Prenovel;39150;39442
Presilly;39270;39443
Pretin;39110;39444
Publy;39570;39445
Pupillin;39600;39446
Quintigny;39570;39447
Rahon;39120;39448
Rainans;39290;39449
Ranchot;39700;39451
Rans;39700;39452
Ravilloles;39170;39453
Recanoz;39230;39454
Reithouse;39270;39455
Relans;39140;39456
Les Repots;39140;39457
Revigny;39570;39458
La Rixouse;39200;39460
Rix;39250;39461
Rochefort-Sur-Nenon;39700;39462
Rogna;39360;39463
Romain;39350;39464
Romange;39700;39465
Rosay;39190;39466
Rotalier;39190;39467
Rothonay;39270;39468
Rouffange;39350;39469
Les Rousses;39220;39470
Ruffey-Sur-Seille;39140;39471
Rye;39230;39472
Saffloz;39130;39473
Sainte-Agnes;39190;39474
Saint-Amour;39160;39475
Saint-Aubin;39410;39476
Saint-Baraing;39120;39477
Saint-Claude;39200;39478
Saint-Cyr-Montmalin;39600;39479
Saint-Didier;39570;39480
Saint-Germain-En-Montagne;39300;39481
Saint-Germain-Les-Arlay;39210;39482
Saint-Hymetiere;39240;39483
Saint-Jean-D'Etreux;39160;39484
Saint-Julien;39320;39485
Saint-Lamain;39230;39486
Saint-Laurent-En-Grandvaux;39150;39487
Saint-Laurent-La-Roche;39570;39488
Saint-Lothain;39230;39489
Saint-Loup;39120;39490
Saint-Lupicin;39170;39491
Saint-Maur;39570;39492
Saint-Maurice-Crillat;39130;39493
Saint-Pierre;39150;39494
Saint-Thiebaud;39110;39495
Saizenay;39110;39497
Salans;39700;39498
Saligney;39350;39499
Salins-Les-Bains;39110;39500
Sampans;39100;39501
Santans;39380;39502
Sapois;39300;39503
Sarrogna;39270;39504
Saugeot;39130;39505
Savigna;39240;39506
Seligney;39120;39507
Sellieres;39230;39508
Senaud;39160;39509
Septmoncel;39310;39510
Sergenaux;39230;39511
Sergenon;39120;39512
Sermange;39700;39513
Serre-Les-Moulieres;39700;39514
Sirod;39300;39517
Songeson;39130;39518
Soucia;39130;39519
Souvans;39380;39520
Supt;39300;39522
Syam;39300;39523
Tassenieres;39120;39525
Tavaux;39500;39526
Taxenne;39350;39527
Thervay;39290;39528
Thesy;39110;39529
Thoirette;39240;39530
Thoiria;39130;39531
Thoissia;39160;39532
Toulouse-Le-Chateau;39230;39533
La Tour-Du-Meix;39270;39534
Tourmont;39800;39535
Trenal;39570;39537
Uxelles;39130;39538
Vadans;39600;39539
Valempoulieres;39300;39540
Valfin-Sur-Valouse;39240;39542
Vannoz;39300;39543
Varessia;39270;39544
Le Vaudioux;39300;39545
Vaudrey;39380;39546
Vaux-Les-Saint-Claude;39360;39547
Vaux-Sur-Poligny;39800;39548
Vercia;39190;39549
Verges;39570;39550
Veria;39160;39551
Vernantois;39570;39552
Le Vernois;39210;39553
Vers-En-Montagne;39300;39554
Vers-Sous-Sellieres;39230;39555
Vertamboz;39130;39556
Vescles;39240;39557
Vevy;39570;39558
La Vieille-Loye;39380;39559
Villard-Saint-Sauveur;39200;39560
Villards-D'Heria;39260;39561
Villard-Sur-Bienne;39200;39562
Villechantria;39320;39564
Villeneuve-D'Aval;39600;39565
Villeneuve-Les-Charnod;39240;39566
Villeneuve-Sous-Pymont;39570;39567
Villerserine;39800;39568
Villers-Farlay;39600;39569
Villers-Les-Bois;39800;39570
Villers-Robert;39120;39571
Villette-Les-Arbois;39600;39572
Villette-Les-Dole;39100;39573
Villevieux;39140;39574
Le Villey;39230;39575
Vincelles;39190;39576
Vincent;39230;39577
Viry;39360;39579
Vitreux;39350;39581
Voiteur;39210;39582
Vosbles;39240;39583
Vriange;39700;39584
Vulvoz;39360;39585
Aresches;39110;39586
Aire-Sur-L'Adour;40800;40001
Amou;40330;40002
Angoume;40990;40003
Angresse;40150;40004
Arboucave;40320;40005
Arengosse;40110;40006
Argelos;40700;40007
Argelouse;40430;40008
Arjuzanx;40110;40009
Arsague;40330;40011
Artassenx;40090;40012
Arthez-D'Armagnac;40190;40013
Arue;40120;40014
Arx;40310;40015
Aubagnan;40700;40016
Audignon;40500;40017
Audon;40400;40018
Aureilhan;40200;40019
Aurice;40500;40020
Azur;40140;40021
Bahus-Soubiran;40320;40022
Baigts;40380;40023
Banos;40500;40024
Bascons;40090;40025
Bas-Mauco;40500;40026
Bassercles;40700;40027
Bastennes;40360;40028
Bats;40320;40029
Baudignan;40310;40030
Begaar;40400;40031
Belhade;40410;40032
Belis;40120;40033
Belus;40300;40034
Benesse-Les-Dax;40180;40035
Benesse-Maremne;40230;40036
Benquet;40280;40037
Bergouey;40250;40038
Betbezer-D'Armagnac;40240;40039
Beylongue;40370;40040
Beyries;40700;40041
Biarrotte;40390;40042
Bias;40170;40043
Biaudos;40390;40044
Biscarrosse;40600;40046
Bonnegarde;40330;40047
Boos;40370;40048
Borderes-Et-Lamensans;40270;40049
Bostens;40090;40050
Bougue;40090;40051
Bourdalat;40190;40052
Bourriot-Bergonce;40120;40053
Brassempouy;40330;40054
Bretagne-De-Marsan;40280;40055
Brocas;40420;40056
Buanes;40320;40057
Cachen;40120;40058
Cagnotte;40300;40059
Callen;40430;40060
Campagne;40090;40061
Campet-Et-Lamolere;40090;40062
Candresse;40180;40063
Canenx-Et-Reaut;40090;40064
Capbreton;40130;40065
Carcares-Sainte-Croix;40400;40066
Carcen-Ponson;40400;40067
Cassen;40380;40068
Castaignos-Souslens;40700;40069
Castandet;40270;40070
Castelnau-Chalosse;40360;40071
Castelnau-Tursan;40320;40072
Castelner;40700;40073
Castel-Sarrazin;40330;40074
Castets;40260;40075
Cauna;40500;40076
Cauneille;40300;40077
Caupenne;40250;40078
Cazalis;40700;40079
Cazeres-Sur-L'Adour;40270;40080
Cere;40090;40081
Classun;40320;40082
Cledes;40320;40083
Clermont;40180;40084
Commensacq;40210;40085
Coudures;40500;40086
Creon-D'Armagnac;40240;40087
Dax;40100;40088
Doazit;40700;40089
Donzacq;40360;40090
Duhort-Bachen;40800;40091
Dumes;40500;40092
Escalans;40310;40093
Escource;40210;40094
Estibeaux;40290;40095
Estigarde;40240;40096
Eugenie-Les-Bains;40320;40097
Eyres-Moncube;40500;40098
Fargues;40500;40099
Le Freche;40190;40100
Gaas;40350;40101
Gabarret;40310;40102
Gailleres;40090;40103
Gamarde-Les-Bains;40380;40104
Garein;40420;40105
Garrey;40180;40106
Garrosse;40110;40107
Gastes;40160;40108
Gaujacq;40330;40109
Geaune;40320;40110
Geloux;40090;40111
Gibret;40380;40112
Goos;40180;40113
Gourbera;40990;40114
Gousse;40465;40115
Gouts;40400;40116
Grenade-Sur-L'Adour;40270;40117
Habas;40290;40118
Hagetmau;40700;40119
Hastingues;40300;40120
Hauriet;40250;40121
Haut-Mauco;40280;40122
Herm;40990;40123
Herre;40310;40124
Heugas;40180;40125
Hinx;40180;40126
Hontanx;40190;40127
Horsarrieu;40700;40128
Josse;40230;40129
Labastide-Chalosse;40700;40130
Labastide-D'Armagnac;40240;40131
Labatut;40300;40132
Labenne;40530;40133
Labouheyre;40210;40134
Labrit;40420;40135
Lacajunte;40320;40136
Lacquy;40120;40137
Lacrabe;40700;40138
Laglorieuse;40090;40139
Lagrange;40240;40140
Lahosse;40250;40141
Laluque;40465;40142
Lamothe;40250;40143
Larbey;40250;40144
Larriviere-Saint-Savin;40270;40145
Latrille;40800;40146
Laurede;40250;40147
Lauret;40320;40148
Lencouacq;40120;40149
Leon;40550;40150
Lesgor;40400;40151
Lesperon;40260;40152
Le Leuy;40250;40153
Levignacq;40170;40154
Linxe;40260;40155
Liposthey;40410;40156
Lit-Et-Mixe;40170;40157
Losse;40240;40158
Louer;40380;40159
Lourquen;40250;40160
Lubbon;40240;40161
Lucbardez-Et-Bargues;40090;40162
Lue;40210;40163
Retjons;40120;40164
Luglon;40630;40165
Lussagnet;40270;40166
Luxey;40430;40167
Magescq;40140;40168
Maillas;40120;40169
Mailleres;40120;40170
Mano;40410;40171
Mant;40700;40172
Marpaps;40330;40173
Mauries;40320;40174
Maurrin;40270;40175
Mauvezin-D'Armagnac;40240;40176
Maylis;40250;40177
Mazerolles;40090;40178
Mees;40990;40179
Meilhan;40400;40180
Messanges;40660;40181
Mezos;40170;40182
Mimbaste;40350;40183
Mimizan;40200;40184
Miramont-Sensacq;40320;40185
Misson;40290;40186
Moliets-Et-Maa;40660;40187
Momuy;40700;40188
Monget;40700;40189
Monsegur;40700;40190
Montaut;40500;40191
Mont-De-Marsan;40000;40192
Montegut;40190;40193
Montfort-En-Chalosse;40380;40194
Montgaillard;40500;40195
Montsoue;40500;40196
Morcenx;40110;40197
Morganx;40700;40198
Mouscardes;40290;40199
Moustey;40410;40200
Mugron;40250;40201
Narrosse;40180;40202
Nassiet;40330;40203
Nerbis;40250;40204
Nousse;40380;40205
Oeyregave;40300;40206
Oeyreluy;40180;40207
Onard;40380;40208
Ondres;40440;40209
Onesse-Et-Laharie;40110;40210
Orist;40300;40211
Orthevielle;40300;40212
Orx;40230;40213
Ossages;40290;40214
Ousse-Suzan;40110;40215
Ozourt;40380;40216
Parentis-En-Born;40160;40217
Parleboscq;40310;40218
Payros-Cazautets;40320;40219
Pecorade;40320;40220
Perquie;40190;40221
Pey;40300;40222
Peyre;40700;40223
Peyrehorade;40300;40224
Philondenx;40320;40225
Pimbo;40320;40226
Pissos;40410;40227
Pomarez;40360;40228
Pontenx-Les-Forges;40200;40229
Pontonx-Sur-L'Adour;40465;40230
Port-De-Lanne;40300;40231
Poudenx;40700;40232
Pouillon;40350;40233
Pouydesseaux;40120;40234
Poyanne;40380;40235
Poyartin;40380;40236
Prechacq-Les-Bains;40465;40237
Pujo-Le-Plan;40190;40238
Puyol-Cazalet;40320;40239
Renung;40270;40240
Rimbez-Et-Baudiets;40310;40242
Rion-Des-Landes;40370;40243
Riviere-Saas-Et-Gourby;40180;40244
Roquefort;40120;40245
Sabres;40630;40246
Saint-Agnet;40800;40247
Saint-Andre-De-Seignanx;40390;40248
Saint-Aubin;40250;40249
Saint-Avit;40090;40250
Saint-Barthelemy;40390;40251
Sainte-Colombe;40700;40252
Saint-Cricq-Chalosse;40700;40253
Saint-Cricq-Du-Gave;40300;40254
Saint-Cricq-Villeneuve;40190;40255
Saint-Etienne-D'Orthe;40300;40256
Sainte-Eulalie-En-Born;40200;40257
Sainte-Foy;40190;40258
Saint-Gein;40190;40259
Saint-Geours-D'Auribat;40380;40260
Saint-Geours-De-Maremne;40230;40261
Saint-Gor;40120;40262
Saint-Jean-De-Lier;40380;40263
Saint-Jean-De-Marsacq;40230;40264
Saint-Julien-D'Armagnac;40240;40265
Saint-Julien-En-Born;40170;40266
Saint-Justin;40240;40267
Saint-Laurent-De-Gosse;40390;40268
Saint-Lon-Les-Mines;40300;40269
Saint-Loubouer;40320;40270
Sainte-Marie-De-Gosse;40390;40271
Saint-Martin-De-Hinx;40390;40272
Saint-Martin-De-Seignanx;40390;40273
Saint-Martin-D'Oney;40090;40274
Saint-Maurice-Sur-Adour;40270;40275
Saint-Michel-Escalus;40550;40276
Saint-Pandelon;40180;40277
Saint-Paul-En-Born;40200;40278
Saint-Paul-Les-Dax;40990;40279
Saint-Perdon;40090;40280
Saint-Pierre-Du-Mont;40280;40281
Saint-Sever;40500;40282
Saint-Vincent-De-Paul;40990;40283
Saint-Vincent-De-Tyrosse;40230;40284
Saint-Yaguen;40400;40285
Samadet;40320;40286
Sanguinet;40460;40287
Sarbazan;40120;40288
Sarraziet;40500;40289
Sarron;40800;40290
Saubion;40230;40291
Saubrigues;40230;40292
Saubusse;40180;40293
Saugnac-Et-Cambran;40180;40294
Saugnacq-Et-Muret;40410;40295
Seignosse;40510;40296
Le Sen;40420;40297
Serres-Gaston;40700;40298
Serreslous-Et-Arribans;40700;40299
Seyresse;40180;40300
Siest;40180;40301
Sinderes;40110;40302
Solferino;40210;40303
Soorts-Hossegor;40150;40304
Sorbets;40320;40305
Sorde-L'Abbaye;40300;40306
Sore;40430;40307
Sort-En-Chalosse;40180;40308
Souprosse;40250;40309
Soustons;40140;40310
Taller;40260;40311
Tarnos;40220;40312
Tartas;40400;40313
Tercis-Les-Bains;40180;40314
Tethieu;40990;40315
Tilh;40360;40316
Tosse;40230;40317
Toulouzette;40250;40318
Trensacq;40630;40319
Uchacq-Et-Parentis;40090;40320
Urgons;40320;40321
Uza;40170;40322
Vert;40420;40323
Vicq-D'Auribat;40380;40324
Vielle-Tursan;40320;40325
Vielle-Saint-Girons;40560;40326
Vielle-Soubiran;40240;40327
Vieux-Boucau-Les-Bains;40480;40328
Le Vignau;40270;40329
Villenave;40110;40330
Villeneuve-De-Marsan;40190;40331
Ychoux;40160;40332
Ygos-Saint-Saturnin;40110;40333
Yzosse;40180;40334
Ambloy;41310;41001
Ange;41400;41002
Areines;41100;41003
Artins;41800;41004
Arville;41170;41005
Autainville;41240;41006
Authon;41310;41007
Avaray;41500;41008
Averdon;41330;41009
Aze;41100;41010
Baigneaux;41290;41011
Baillou;41170;41012
Bauzy;41250;41013
Beauchene;41170;41014
Beauvilliers;41290;41015
Billy;41130;41016
Binas;41240;41017
Blois;41000;41018
Boisseau;41290;41019
Bonneveau;41800;41020
Bouffry;41270;41022
Bourre;41400;41023
Boursay;41270;41024
Bracieux;41250;41025
Brevainville;41160;41026
Briou;41370;41027
Busloup;41160;41028
Cande-Sur-Beuvron;41120;41029
Celle;41360;41030
Cellettes;41120;41031
Chailles;41120;41032
Chambon-Sur-Cisse;41190;41033
Chambord;41250;41034
Champigny-En-Beauce;41330;41035
Chaon;41600;41036
La Chapelle-Encherie;41290;41037
La Chapelle-Montmartin;41320;41038
La Chapelle-Saint-Martin-En-Plaine;41500;41039
La Chapelle-Vendomoise;41330;41040
La Chapelle-Vicomtesse;41270;41041
Chateauvieux;41110;41042
Chatillon-Sur-Cher;41130;41043
Chatres-Sur-Cher;41320;41044
Chaumont-Sur-Loire;41150;41045
Chaumont-Sur-Tharonne;41600;41046
La Chaussee-Saint-Victor;41260;41047
Chauvigny-Du-Perche;41270;41048
Chemery;41700;41049
Cheverny;41700;41050
Chissay-En-Touraine;41400;41051
Chitenay;41120;41052
Choue;41170;41053
Choussy;41700;41054
Chouzy-Sur-Cisse;41150;41055
La Colombe;41160;41056
Conan;41290;41057
Concriers;41370;41058
Contres;41700;41059
Cormenon;41170;41060
Cormeray;41120;41061
Couddes;41700;41062
Couffy;41110;41063
Coulanges;41150;41064
Coulommiers-La-Tour;41100;41065
Courbouzon;41500;41066
Cour-Cheverny;41700;41067
Courmemin;41230;41068
Cour-Sur-Loire;41500;41069
Couture-Sur-Loir;41800;41070
Crouy-Sur-Cosson;41220;41071
Crucheray;41100;41072
Danze;41160;41073
Dhuizon;41220;41074
Droue;41270;41075
Epiais;41290;41077
Epuisay;41360;41078
Les Essarts;41800;41079
Faverolles-Sur-Cher;41400;41080
Faye;41100;41081
Feings;41120;41082
La Ferte-Beauharnais;41210;41083
La Ferte-Imbault;41300;41084
La Ferte-Saint-Cyr;41220;41085
Fontaines-En-Sologne;41250;41086
Fontaine-Les-Coteaux;41800;41087
Fontaine-Raoul;41270;41088
La Fontenelle;41270;41089
Fortan;41360;41090
Fosse;41330;41091
Fougeres-Sur-Bievre;41120;41092
Francay;41190;41093
Fresnes;41700;41094
Freteval;41160;41095
Le Gault-Perche;41270;41096
Gievres;41130;41097
Gombergean;41310;41098
Gy-En-Sologne;41230;41099
Les Hayes;41800;41100
Herbault;41190;41101
Houssay;41800;41102
Huisseau-En-Beauce;41310;41103
Huisseau-Sur-Cosson;41350;41104
Josnes;41370;41105
Lamotte-Beuvron;41600;41106
Lance;41310;41107
Lancome;41190;41108
Landes-Le-Gaulois;41190;41109
Langon;41320;41110
Lassay-Sur-Croisne;41230;41112
Lavardin;41800;41113
Lestiou;41500;41114
Lignieres;41160;41115
Lisle;41100;41116
Loreux;41200;41118
Lorges;41370;41119
Lunay;41360;41120
La Madeleine-Villefrouin;41370;41121
Maray;41320;41122
Marchenoir;41370;41123
Marcilly-En-Beauce;41100;41124
Marcilly-En-Gault;41210;41125
Mareuil-Sur-Cher;41110;41126
La Marolle-En-Sologne;41210;41127
Marolles;41330;41128
Maslives;41250;41129
Maves;41500;41130
Mazange;41100;41131
Mehers;41140;41132
Membrolles;41240;41133
Menars;41500;41134
Mennetou-Sur-Cher;41320;41135
Mer;41500;41136
Mesland;41150;41137
Meslay;41100;41138
Meusnes;41130;41139
Millancay;41200;41140
Moisy;41160;41141
Molineuf;41190;41142
Mondoubleau;41170;41143
Monteaux;41150;41144
Monthou-Sur-Bievre;41120;41145
Monthou-Sur-Cher;41400;41146
Les Montils;41120;41147
Montlivault;41350;41148
Montoire-Sur-Le-Loir;41800;41149
Mont-Pres-Chambord;41250;41150
Montrichard;41400;41151
Montrieux-En-Sologne;41210;41152
Montrouveau;41800;41153
Moree;41160;41154
Muides-Sur-Loire;41500;41155
Mulsans;41500;41156
Mur-De-Sologne;41230;41157
Naveil;41100;41158
Neung-Sur-Beuvron;41210;41159
Neuvy;41250;41160
Nouan-Le-Fuzelier;41600;41161
Nourray;41310;41163
Noyers-Sur-Cher;41140;41164
Oigny;41170;41165
Oisly;41700;41166
Onzain;41150;41167
Orcay;41300;41168
Orchaise;41190;41169
Ouchamps;41120;41170
Oucques;41290;41171
Ouzouer-Le-Doyen;41160;41172
Ouzouer-Le-Marche;41240;41173
Perigny;41100;41174
Pezou;41100;41175
Pierrefitte-Sur-Sauldre;41300;41176
Le Plessis-Dorin;41170;41177
Le Plessis-L'Echelle;41370;41178
Le Poislay;41270;41179
Pontlevoy;41400;41180
Pouille;41110;41181
Pray;41190;41182
Prenouvellon;41240;41183
Prunay-Cassereau;41310;41184
Pruniers-En-Sologne;41200;41185
Rahart;41160;41186
Renay;41100;41187
Rhodon;41290;41188
Rilly-Sur-Loire;41150;41189
Roce;41100;41190
Roches;41370;41191
Les Roches-L'Eveque;41800;41192
Romilly;41270;41193
Romorantin-Lanthenay;41200;41194
Rougeou;41230;41195
Ruan-Sur-Egvonne;41270;41196
Saint-Agil;41170;41197
Saint-Aignan;41110;41198
Saint-Amand-Longpre;41310;41199
Sainte-Anne;41100;41200
Saint-Arnoult;41800;41201
Saint-Avit;41170;41202
Saint-Bohaire;41330;41203
Saint-Claude-De-Diray;41350;41204
Saint-Cyr-Du-Gault;41190;41205
Saint-Denis-Sur-Loire;41000;41206
Saint-Dye-Sur-Loire;41500;41207
Saint-Etienne-Des-Guerets;41190;41208
Saint-Firmin-Des-Pres;41100;41209
Sainte-Gemmes;41290;41210
Saint-Georges-Sur-Cher;41400;41211
Saint-Gervais-La-Foret;41350;41212
Saint-Gourgon;41310;41213
Saint-Hilaire-La-Gravelle;41160;41214
Saint-Jacques-Des-Guerets;41800;41215
Saint-Jean-Froidmentel;41160;41216
Saint-Julien-De-Chedon;41400;41217
Saint-Julien-Sur-Cher;41320;41218
Saint-Laurent-Des-Bois;41240;41219
Saint-Laurent-Nouan;41220;41220
Saint-Leonard-En-Beauce;41370;41221
Saint-Loup;41320;41222
Saint-Lubin-En-Vergonnois;41190;41223
Saint-Marc-Du-Cor;41170;41224
Saint-Martin-Des-Bois;41800;41225
Saint-Ouen;41100;41226
Saint-Rimay;41800;41228
Saint-Romain-Sur-Cher;41140;41229
Saint-Sulpice-De-Pommeray;41000;41230
Saint-Viatre;41210;41231
Salbris;41300;41232
Sambin;41120;41233
Santenay;41190;41234
Sarge-Sur-Braye;41170;41235
Sasnieres;41310;41236
Sassay;41700;41237
Savigny-Sur-Braye;41360;41238
Seigy;41110;41239
Seillac;41150;41240
Selles-Saint-Denis;41300;41241
Selles-Sur-Cher;41130;41242
Selommes;41100;41243
Semerville;41160;41244
Seris;41500;41245
Seur;41120;41246
Soings-En-Sologne;41230;41247
Souday;41170;41248
Souesmes;41300;41249
Souge;41800;41250
Souvigny-En-Sologne;41600;41251
Suevres;41500;41252
Talcy;41370;41253
Le Temple;41170;41254
Ternay;41800;41255
Theillay;41300;41256
Thenay;41400;41257
Thesee;41140;41258
Thore-La-Rochette;41100;41259
Thoury;41220;41260
Tourailles;41190;41261
Tour-En-Sologne;41250;41262
Trehet;41800;41263
